Loss
1.835729
1.6391551
1.4405966
1.4395553
1.3200876
1.2833935
1.2306108
1.2132723
1.1468766
1.1156921
1.1020514
1.0553167
1.024603
1.0338956
1.047608
0.99675417
1.0217873
0.98800445
0.9852834
0.95733726
0.98417044
0.94813985
0.9616422
0.9399147
0.93932956
0.9344474
0.9202374
0.91837806
0.89655125
0.9074171
0.8919683
0.8927349
0.8890245
0.8837286
0.87065965
0.87424344
0.8681622
0.8577094
0.8551929
0.86086977
0.84528446
0.84285855
0.8361801
0.8247273
0.82405674
0.8182042
0.8148551
0.81371766
0.81044495
0.7956657
0.79471916
0.80956304
0.78143394
0.7943278
0.79500294
0.7772448
0.77922225
0.7693219
0.76769954
0.7501687
0.7500572
0.7551693
0.7443607
0.7366748
0.7283917
0.7328557
0.715907
0.71294147
0.70951617
0.69855386
0.6946048
0.67763966
0.67902166
0.6650642
0.6546399
0.6467028
0.64162153
0.6451013
0.6447187
0.63056123
0.6090151
0.6178799
0.59907
0.6030403
0.59584206
0.5766569
0.5724598
0.5695943
0.5726833
0.58585733
0.6117266
0.55329716
0.5813423
0.56883854
0.5662082
0.5397807
0.5365497
0.5192367
0.50857055
0.5114807
0.49435008
0.49544793
0.48603004
0.4697134
0.46293107
0.4542969
0.45872417
0.43528607
0.4470193
0.44557866
0.42363074
0.4292367
0.44372973
0.42665067
0.4048753
0.41453514
0.39029476
0.39818
0.3891509
0.3774634
0.3691018
0.36669263
0.37944272
0.36773226
0.36476082
0.35333142
0.34607288
0.3559365
0.3453373
0.3428588
0.31708196
0.32105067
0.33238488
0.33868554
0.29772565
0.3124337
0.30289492
0.29395613
0.29656845
0.3018972
0.28271884
0.28510398
0.28751925
0.2686695
0.26998532
0.2608438
0.2517889
0.25528705
0.24823508
0.24035887
0.24200717
0.24028642
0.24007472
0.22512554
0.21645401
0.22328477
0.21613413
0.21562998
0.20915535
0.20493533
0.21018869
0.2101011
0.19399086
0.19196731
0.19260076
0.17895018
0.18041205
0.1859672
0.17476633
0.17670015
0.1756937
0.17165215
0.17901823
0.18536484
0.18616568
0.17085868
0.17505175
0.17227681
0.16532522
0.16804884
0.15941042
0.1567761
0.16087441
0.1624693
0.15361115
0.1509676
0.14650725
0.14517003
0.1440752
0.139381
0.1356142
0.13127351
0.12841205
0.13658516
0.12782091
0.13083227
0.12568827
0.121612854
0.117462695
0.12552717
0.12315708
0.11473945
0.119431704
0.116079874
0.1028295
0.1078382
0.10238933
0.10848829
0.09513788
0.10891553
0.10963491
0.101676986
0.111536406
0.097548455
0.10625443
0.10110682
0.089801006
0.105760716
0.09533545
0.09208224
0.088745065
0.08385745
0.092736736
0.08493108
0.08429809
0.08800014
0.09173191
0.0876294
0.082822025
0.09034665
0.07977482
0.082888365
0.08088036
0.08190019
0.08168077
0.07845949
0.07935524
0.07826165
0.07234946
0.07719397
0.07432431
0.06733303
0.07537585
0.06819148
0.06881123
0.068792164
0.060248602
0.06579952
0.06947815
0.0641237
0.06332109
0.06724158
0.060622655
0.06375008
0.06096195
0.06318141
0.0669247
0.061207153
0.058228
0.06354823
0.06593094
0.06607873
0.060864143
0.062612936
0.06197461
0.056130644
0.06651047
0.062885724
0.056591727
0.06333004
0.059176046
0.055935558
0.06423576
0.053039297
0.055533998
0.055199467
0.05690783
0.052568566
0.05370266
0.049776692
0.05502008
0.054676827
0.052591883
0.05151605
0.049486365
0.054039232
0.049400397
0.05143496
0.052330445
0.04631635
0.05162537
0.05291224
0.046205018
0.0437451
0.037170757
0.043548044
0.044313446
0.046978645
0.037634183
0.04492726
0.04028062
0.043048132
